city_name,seismic_level,risk_percent
Portland,2,66.57
Austin,5,92.65
Washington,2,49.96
Newark,4,74.50
Wichita,3,23.19
Pittsburgh,2,87.16
Memphis,2,62.28
Cincinnati,4,91.27
Las Vegas,1,76.28
Omaha,5,71.99
Aurora,4,79.96
Bakersfield,5,67.19
Los Angeles,5,43.00
Memphis,2,21.15
Tucson,4,
New Orleans,4,16.14
Boston,1,63.43
Jacksonville,3,56.80
Minneapolis,1,48.31
Colorado Springs,2,98.95
St. Louis,1,30.96
Long Beach,3,82.47
Corpus Christi,4,43.37
Mesa,1,15.92
Arlington,4,89.43
Austin,2,94.72
Riverside,3,87.09
Miami,4,87.81
Louisville,2,41.69
Lincoln,4,29.69
Orlando,5,22.36
Bakersfield,1,35.02
St. Petersburg,4,42.41
El Paso,2,34.68
Chula Vista,5,65.51
Durham,1,66.32
Riverside,4,64.38
Fresno,3,15.57
Albuquerque,2,12.64
El Paso,5,55.71
Cleveland,1,13.20
Columbus,2,68.46
St. Louis,1,81.34
Greensboro,1,
Durham,1,65.05
Charlotte,5,56.93
Fort Worth,5,42.71
Memphis,4,81.62
New Orleans,1,48.15
Saint Paul,3,83.74
Mesa,5,51.71
Omaha,1,63.86
Plano,5,65.73
Wichita,5,22.94
Anaheim,3,80.18
Bakersfield,1,43.57
Los Angeles,5,53.78
Fresno,3,76.89
Indianapolis,2,36.65
Lexington,3,44.61
Los Angeles,1,25.87
Phoenix,2,31.71
Albuquerque,2,99.15
Riverside,4,38.96
Memphis,2,91.76
Virginia Beach,3,45.65
Honolulu,1,75.73
Durham,2,38.22
Santa Ana,4,49.65
Lexington,5,34.22
Durham,1,67.82
Lincoln,1,22.19
Bakersfield,2,52.72
Mesa,4,45.26
Milwaukee,3,55.07
Philadelphia,3,85.68
Austin,2,65.70
St. Petersburg,4,77.64
Lincoln,2,96.90
Tulsa,2,59.92
Honolulu,5,11.51
Memphis,2,45.47
Austin,1,65.15
Chicago,4,21.10
Stockton,4,21.51
Honolulu,2,42.83
Pittsburgh,1,
Stockton,2,19.32
Santa Ana,1,80.09
San Francisco,5,
Portland,5,73.49
Greensboro,5,60.64
Chula Vista,4,41.60
Chula Vista,1,49.20
Detroit,1,72.25
Chula Vista,5,47.06
Tampa,2,89.34
Riverside,1,
Houston,2,66.86
Aurora,1,77.09
Colorado Springs,5,30.91
Oklahoma City,5,51.97
Fort Worth,3,18.36
Tampa,2,72.37
Houston,4,55.02
Chula Vista,2,96.15
Greensboro,5,16.50
Irvine,2,55.87
New Orleans,5,22.70
Columbus,3,37.19
Stockton,5,28.88
Greensboro,3,92.58
Long Beach,3,60.12
Fresno,4,86.09
Miami,3,97.40
Saint Paul,5,86.41
Sacramento,2,54.75
Lincoln,4,19.63
Baltimore,5,71.14
Jacksonville,2,39.81
Plano,1,38.45
Tulsa,4,40.97
Portland,1,31.97
Mesa,2,46.97
Baltimore,1,27.73
Chula Vista,3,15.52
Seattle,5,73.62
Cleveland,1,28.03
Indianapolis,1,41.80
Toledo,1,85.04
Fort Wayne,1,
Pittsburgh,2,98.43
Los Angeles,5,12.16
Louisville,4,99.69
Fort Worth,2,28.59
Columbus,3,99.03
Aurora,1,80.19
Tulsa,1,39.97
Tulsa,1,56.17
Newark,4,21.27
Columbus,2,79.40
Newark,3,53.53
Sacramento,5,29.31
Long Beach,2,10.55
Louisville,4,64.46
Houston,1,85.12
Fort Wayne,2,14.61
Minneapolis,5,79.01
Dallas,4,29.19
Portland,5,30.57
Washington,4,45.08
Tulsa,3,48.52
Tucson,1,32.48
Portland,2,27.83
Cleveland,1,
Arlington,2,11.62
Oklahoma City,2,74.60
Miami,4,
Bakersfield,5,30.33
Irvine,1,51.15
Honolulu,4,62.67
Atlanta,4,
Corpus Christi,2,
Fort Worth,1,34.37
Colorado Springs,3,73.80
Los Angeles,2,60.71
New York,2,73.88
Pittsburgh,4,23.03
Virginia Beach,2,45.34
Durham,3,57.50
Jacksonville,5,47.05
Seattle,4,32.29
Santa Ana,5,
San Jose,2,95.02
Colorado Springs,2,61.17
Houston,1,71.44
Milwaukee,3,
San Francisco,2,18.95
Nashville,1,72.27
El Paso,5,47.76
Tucson,4,41.75
New York,3,30.72
Fresno,5,33.01
Irvine,1,15.30
Kansas City,2,76.52
Washington,2,54.33
Las Vegas,2,17.84
San Antonio,4,
Lincoln,4,63.50
Riverside,1,84.62
Chula Vista,5,23.95
Newark,3,49.64
Wichita,5,98.28
Charlotte,1,96.14
Bakersfield,3,11.58
New York,2,64.30
Lexington,3,51.70
Wichita,5,11.77
Aurora,4,
Long Beach,1,27.27
Raleigh,3,89.19
San Antonio,4,70.18
Kansas City,5,34.85
Newark,5,26.27
Toledo,1,71.99
Baltimore,1,86.35
Bakersfield,1,87.82
Plano,2,16.22
Aurora,4,97.23
Denver,2,45.16
Austin,4,49.74
Saint Paul,4,13.13
Milwaukee,2,10.37
Las Vegas,5,87.15
Bakersfield,4,44.91
Laredo,1,
Philadelphia,1,20.18
Detroit,5,19.48
Milwaukee,3,42.40
Fort Worth,2,13.88
Tulsa,3,47.68
San Francisco,2,62.59
Pittsburgh,4,16.93
Oakland,3,25.92
Seattle,5,44.35
Lexington,5,92.15
Santa Ana,2,32.37
Kansas City,5,92.16
Houston,4,96.87
Honolulu,1,29.70
Plano,2,80.41
Plano,2,64.65
Louisville,1,
Miami,1,70.93
Santa Ana,2,80.11
Indianapolis,1,23.15
Dallas,3,46.71
El Paso,2,88.97
St. Louis,4,65.10
Detroit,5,
Fort Worth,3,41.44
Columbus,3,
Durham,4,24.76
Portland,4,54.20
Minneapolis,2,47.53
Fort Worth,5,25.91
Fort Worth,5,39.63
Baltimore,5,55.98
Saint Paul,1,50.79
St. Petersburg,1,87.15
Anchorage,2,55.44
Jacksonville,3,61.39
Raleigh,4,
Aurora,3,63.76
Los Angeles,4,44.16
Raleigh,5,33.66
Virginia Beach,2,89.88
Tulsa,4,38.60
Louisville,5,
Miami,1,66.01
Bakersfield,3,27.54
Pittsburgh,2,95.29
Long Beach,3,60.63
Newark,1,55.70
Austin,3,26.87
Riverside,4,88.34
Toledo,3,89.86
Aurora,1,28.02
Miami,2,29.62
Memphis,3,15.71
Cincinnati,1,83.19
Chicago,3,87.93
Lexington,3,59.09
Austin,1,84.15
Fresno,3,78.19
Newark,2,48.78
Seattle,5,86.42
Los Angeles,4,99.70
El Paso,3,17.32
Bakersfield,5,48.87
Atlanta,3,20.54
Kansas City,4,25.43
Kansas City,2,62.36
Arlington,2,
Indianapolis,4,72.15
Irvine,4,69.84
Laredo,4,16.57
Lincoln,5,11.16
Fort Worth,5,34.93
Albuquerque,2,63.95
Oakland,5,98.55
Lexington,1,62.60
Colorado Springs,1,39.13
Henderson,4,21.38
Dallas,4,64.08
Miami,2,30.60
Minneapolis,2,70.16
Denver,1,45.08
Kansas City,5,40.32
Henderson,5,88.06
Memphis,2,24.70
Omaha,5,18.51
Tampa,1,74.08
Las Vegas,4,95.43
San Francisco,3,91.08
Anaheim,5,78.80
Minneapolis,4,90.46
Miami,5,15.69
Jacksonville,5,
Tampa,2,44.94
Virginia Beach,3,53.84
Saint Paul,2,69.72
Chula Vista,5,28.64
Las Vegas,2,82.86
Chicago,2,76.85
El Paso,1,33.38
Aurora,4,50.18
Washington,5,42.75
Las Vegas,2,75.05
Wichita,1,
Virginia Beach,3,
Aurora,4,39.00
Cincinnati,1,92.71
Colorado Springs,5,93.70
Corpus Christi,2,48.44
Memphis,4,35.78
Milwaukee,2,27.12
Orlando,5,
Omaha,5,29.33
Plano,5,35.22
Detroit,2,77.37
Bakersfield,3,17.93
Las Vegas,1,83.17
Washington,3,
Tulsa,3,59.46
Los Angeles,3,50.40
Indianapolis,3,64.39
Nashville,5,49.36
Minneapolis,4,52.39
Cincinnati,4,66.86
Bakersfield,3,86.14
Santa Ana,4,17.36
Tucson,5,39.31
Wichita,4,10.18
St. Louis,3,14.77
Newark,4,51.53
El Paso,5,27.02
Minneapolis,3,43.50
St. Louis,5,47.83
Laredo,2,84.69
Aurora,1,
Nashville,4,72.25
Anaheim,2,80.12
San Diego,1,97.88
Louisville,5,45.31
El Paso,1,70.55
Tampa,2,
Chula Vista,1,56.73
Phoenix,2,64.87
Chula Vista,3,69.12
Oklahoma City,5,98.93
Indianapolis,4,82.66
Henderson,2,19.74
Greensboro,5,27.30
Dallas,1,31.91
Nashville,2,58.63
Durham,2,56.98
Louisville,4,19.65
Cincinnati,2,85.27
Lexington,2,42.62
Memphis,4,18.21
Long Beach,5,29.43
Albuquerque,3,40.61
Laredo,4,28.42
Phoenix,4,58.19
San Antonio,5,
Toledo,4,
Oklahoma City,3,28.52
Orlando,1,56.69
Greensboro,3,13.34
Philadelphia,5,30.72
Riverside,2,80.68
Fort Wayne,2,98.46
Anaheim,3,34.08
Anaheim,1,84.16
Anchorage,1,69.52
Boston,1,56.11
Oakland,1,92.91
Jacksonville,4,96.45
Indianapolis,3,33.50
Plano,3,
Fort Wayne,2,
Orlando,2,63.21
Arlington,2,29.21
Anchorage,4,56.30
Fort Worth,4,55.71
Oklahoma City,1,12.87
Memphis,4,79.09
Minneapolis,2,97.39
Albuquerque,4,30.97
Oakland,3,97.38
Detroit,4,25.33
Stockton,1,92.44
Minneapolis,3,84.93
Memphis,2,79.56
Memphis,5,17.01
Minneapolis,3,52.86
Fresno,2,17.60
Aurora,2,23.60
Bakersfield,1,
Cincinnati,3,
Austin,1,40.81
Laredo,2,89.36
Corpus Christi,3,78.47
Albuquerque,4,73.44
Las Vegas,1,45.66
Stockton,3,16.10
El Paso,1,
Austin,1,68.57
Orlando,3,31.39
Albuquerque,5,66.15
Cincinnati,5,79.78
St. Louis,5,46.36
New York,3,36.99
Miami,2,47.29
Memphis,4,46.10
Boston,3,16.86
Cincinnati,1,75.57
Jacksonville,1,28.68
Fort Wayne,4,56.89
Tampa,5,53.04
Corpus Christi,3,
New Orleans,4,53.56
Tucson,2,79.92
Toledo,4,52.17
Honolulu,1,26.42
Toledo,4,66.54
Sacramento,4,91.39
Durham,1,95.12
Wichita,1,81.33
New Orleans,2,10.93
Kansas City,3,40.15
Jersey City,5,46.32
San Jose,5,33.77
Boston,4,
Anaheim,5,49.15
Las Vegas,1,
St. Louis,2,23.58
Santa Ana,4,36.59
Fort Wayne,2,74.04
Aurora,3,96.72
Memphis,4,74.53
Santa Ana,2,39.48
Baltimore,1,69.64
Charlotte,3,78.43
Houston,1,62.13
Boston,5,14.05
Corpus Christi,4,
Albuquerque,3,76.78
Mesa,3,30.51
Saint Paul,4,11.60
San Jose,4,89.11
Baltimore,2,
Santa Ana,1,93.01
Tulsa,2,27.76
Houston,3,94.10
Minneapolis,3,86.92
Long Beach,1,97.15
Riverside,3,98.37
Tulsa,1,30.72
Santa Ana,4,29.22
Chula Vista,4,17.14
Wichita,5,42.34
Dallas,3,36.87
Cincinnati,1,18.67
Raleigh,2,59.52
Colorado Springs,4,80.72
New York,1,32.77
Plano,1,
Charlotte,5,29.09
Detroit,2,67.73
Anchorage,1,94.46
Oklahoma City,2,16.06
Fort Worth,3,44.57
Anaheim,1,65.04
Bakersfield,5,58.09
Dallas,1,
Nashville,5,99.98
Minneapolis,4,73.33
Columbus,1,67.22
Jacksonville,5,22.77
Saint Paul,5,19.41
Oakland,5,
Dallas,1,26.53
Minneapolis,2,38.89
Boston,3,76.75
Seattle,4,46.85
New Orleans,1,38.34
Long Beach,5,59.52
Oakland,2,78.41
Long Beach,4,69.58
Sacramento,4,49.12
Chicago,5,79.89
Honolulu,2,15.26
Jersey City,1,40.68
Fresno,1,54.14
Las Vegas,4,19.62
Oklahoma City,3,96.85
Corpus Christi,3,37.72
Anchorage,4,78.67
Austin,5,58.09
Orlando,5,85.62
Washington,5,89.96
Miami,4,
Seattle,4,22.16
Philadelphia,5,
Oklahoma City,3,98.77
Cincinnati,5,57.59
Louisville,5,71.30
New York,3,
Dallas,3,84.56
Dallas,1,15.75
San Francisco,1,30.91
Bakersfield,3,61.38
Plano,4,40.49
Anchorage,4,37.85
Omaha,1,47.98
Portland,4,44.33
Lincoln,2,
St. Petersburg,5,89.11
Wichita,1,26.66
Las Vegas,1,
Colorado Springs,4,46.85
Mesa,3,96.41
Saint Paul,5,
Omaha,1,69.92
Raleigh,3,13.51
Chicago,2,29.71
Plano,5,48.34
Seattle,3,11.72
Colorado Springs,2,53.51
Cleveland,3,85.87
New York,5,19.33
Irvine,4,77.16
Jersey City,1,32.61
Corpus Christi,2,13.63
Orlando,4,47.23
Seattle,3,72.79
Bakersfield,4,97.03
Jersey City,2,38.97
Portland,3,39.59
New York,2,95.77
Tampa,2,37.95
Baltimore,1,92.91
Portland,1,13.26
San Francisco,2,33.82
Boston,4,
New Orleans,2,62.21
Houston,3,84.91
Durham,3,41.65
Baltimore,5,75.65
Jersey City,2,56.23
Atlanta,3,71.13
Cincinnati,3,40.86
Laredo,4,
Arlington,5,
Fort Wayne,5,43.90
Milwaukee,2,24.38
Orlando,3,11.41
Pittsburgh,2,82.54
Colorado Springs,2,89.41
Lexington,2,98.32
Aurora,2,72.94
New Orleans,4,27.44
Tampa,4,90.85
Wichita,3,63.34
El Paso,2,
Houston,5,
Aurora,3,44.12
Philadelphia,5,92.83
Mesa,1,64.21
Fresno,4,37.05
Honolulu,5,58.51
Baltimore,2,48.74
Cincinnati,2,69.35
Omaha,5,43.82
Houston,1,
Dallas,1,82.25
Newark,4,51.80
Detroit,2,53.86
Long Beach,5,13.33
St. Louis,4,61.26
Chula Vista,1,98.36
Riverside,4,66.77
Riverside,1,32.54
Greensboro,5,26.56
Long Beach,4,72.09
Los Angeles,1,
Virginia Beach,2,88.51
San Antonio,1,47.47
St. Petersburg,2,
Durham,5,15.49
Sacramento,3,47.99
New York,3,98.28
Austin,5,97.16
Mesa,1,18.46
Louisville,2,85.06
Oakland,3,89.23
Minneapolis,3,54.49
Stockton,5,12.07
Colorado Springs,4,27.65
Jersey City,4,84.29
Durham,3,
Cincinnati,1,
Milwaukee,1,54.15
Las Vegas,2,38.61
Fort Worth,3,95.23
Cincinnati,1,83.32
Oakland,2,41.83
Newark,4,26.17
Nashville,3,37.78
Riverside,4,67.33
Charlotte,3,26.11
Indianapolis,4,80.37
Pittsburgh,1,98.90
Columbus,4,27.10
Tampa,4,16.89
Virginia Beach,4,27.15
Henderson,4,29.34
San Diego,2,93.75
Riverside,4,96.45
Saint Paul,2,70.43
Mesa,1,35.54
Chula Vista,4,83.09
New Orleans,1,21.14
Riverside,4,16.12
Tucson,3,26.73
St. Louis,1,25.13
Boston,5,15.15
Portland,3,85.13
Oakland,1,17.27
Wichita,1,36.78
Lincoln,5,72.41
Orlando,1,52.57
Miami,1,88.62
Boston,2,36.39
Tampa,1,85.04
Philadelphia,5,
Wichita,1,51.81
Omaha,1,65.27
Minneapolis,4,71.44
Durham,2,58.45
Long Beach,3,27.43
Tampa,1,96.45
Kansas City,4,
Greensboro,4,
Baltimore,3,
Wichita,5,67.85
Albuquerque,3,81.24
Colorado Springs,4,63.47
Stockton,3,32.25
Stockton,1,60.84
Louisville,3,77.36
Honolulu,3,61.84
Atlanta,1,17.73
Baltimore,2,97.65
Lincoln,5,29.52
Tampa,1,49.08
San Jose,4,64.90
Baltimore,2,25.84
San Francisco,4,69.14
Arlington,4,89.43
Fresno,4,52.04
Las Vegas,4,69.96
Miami,5,76.00
Charlotte,3,
Detroit,4,51.08
Oakland,4,48.53
Louisville,2,61.57
Chula Vista,4,35.88
Omaha,1,17.67
Stockton,4,46.94
Cincinnati,2,77.00
Pittsburgh,4,46.71
New Orleans,3,69.31
Chicago,3,20.95
New Orleans,3,32.10
Portland,5,57.71
Phoenix,4,74.51
Plano,5,77.80
San Francisco,1,49.20
Minneapolis,4,83.38
Arlington,3,43.87
Jersey City,5,13.94
Virginia Beach,2,92.17
Anchorage,4,
El Paso,4,44.42
Louisville,1,19.64
Tucson,2,55.87
New Orleans,5,
Charlotte,2,66.58
St. Louis,5,15.34
Tulsa,2,63.71
Chicago,1,59.23
Denver,2,99.38
Lincoln,3,54.23
Oakland,5,45.02
Chicago,5,93.42
Henderson,1,87.16
Albuquerque,4,43.67
Miami,3,13.63
Washington,3,75.15
Baltimore,4,82.47
Portland,2,88.99
San Francisco,5,48.31
Lexington,5,81.98
Newark,4,89.03
Plano,2,63.09
Louisville,2,86.98
Detroit,5,13.07
Aurora,3,46.77
New Orleans,1,25.21
Honolulu,5,12.95
Chula Vista,4,43.62
Columbus,2,55.79
Cincinnati,3,82.49
Chula Vista,3,40.64
Corpus Christi,3,42.11
Newark,4,14.66
St. Petersburg,4,89.07
Houston,1,24.99
Portland,2,65.62
Laredo,1,36.72
Washington,1,12.05
Kansas City,1,91.06
Irvine,1,58.50
Charlotte,1,37.10
Chula Vista,5,
Jersey City,2,86.11
Lexington,2,10.67
Fort Worth,3,42.87
El Paso,3,54.63
Henderson,5,29.31
Dallas,1,79.49
Stockton,1,86.43
Cincinnati,4,32.35
Austin,3,
El Paso,4,
Nashville,3,39.89
San Diego,5,87.01
Wichita,1,53.69
New York,5,72.29
Louisville,3,50.87
Phoenix,3,55.74
Indianapolis,2,18.86
Seattle,4,83.57
Milwaukee,5,99.47
Virginia Beach,4,
Columbus,4,53.00
Sacramento,2,78.33
New York,5,82.07
Chula Vista,3,26.00
San Jose,5,82.47
Riverside,2,36.58
Jersey City,2,98.97
Philadelphia,3,97.96
Seattle,5,28.04
San Diego,4,43.85
Durham,4,88.72
Seattle,4,
Riverside,5,20.82
Seattle,4,31.36
El Paso,2,30.71
Colorado Springs,5,17.67
Columbus,3,37.21
Raleigh,5,
Laredo,2,48.26
Mesa,3,71.91
Long Beach,5,29.03
Detroit,4,70.73
Memphis,3,33.85
Atlanta,4,12.80
Henderson,5,75.70
Toledo,2,36.66
Columbus,3,57.06
Miami,2,12.47
Durham,1,71.65
Cleveland,4,62.67
Arlington,4,76.42
Laredo,2,52.32
Milwaukee,2,
Nashville,3,73.34
Seattle,5,89.01
Stockton,5,38.45
Omaha,4,19.90
New York,3,
St. Petersburg,2,84.81
Irvine,5,82.75
Miami,3,90.94
Wichita,4,53.72
Bakersfield,3,86.44
Columbus,2,14.40
Orlando,3,66.09
Sacramento,2,24.44
Pittsburgh,3,
Santa Ana,2,33.55
Dallas,1,19.62
Corpus Christi,4,68.36
Phoenix,4,
Anaheim,4,80.70
Dallas,1,12.54
Omaha,5,88.91
Mesa,1,91.06
Oklahoma City,5,34.32
Arlington,2,98.09
St. Petersburg,2,
El Paso,3,69.26
Honolulu,3,40.52
Lincoln,4,68.33
Toledo,3,21.46
Newark,3,51.95
Toledo,5,66.08
Fresno,4,81.87
Detroit,1,29.00
Nashville,5,34.39
Santa Ana,1,65.01
Colorado Springs,4,90.36
Chicago,5,76.63
Durham,3,77.11
Columbus,3,16.43
Memphis,5,41.76
San Jose,3,46.12
Miami,2,66.99
Bakersfield,5,32.62
Memphis,1,97.81
Portland,1,95.06
Chicago,4,74.79
Kansas City,3,76.89
Bakersfield,1,47.45
Milwaukee,1,23.43
Oakland,1,73.24
Washington,4,61.59
Charlotte,2,17.47
San Antonio,1,75.80
Boston,3,72.08
Oklahoma City,2,55.96
San Antonio,5,47.02
Jacksonville,5,
Anaheim,3,98.66
Fresno,4,62.20
Pittsburgh,4,98.52
Lincoln,5,12.82
Wichita,4,34.41
Mesa,3,11.78
Anchorage,3,13.60
Chula Vista,3,73.44
Lexington,1,93.88
Tulsa,5,29.26
San Diego,1,97.01
El Paso,2,65.48
Charlotte,2,50.40
Minneapolis,2,85.04
Fresno,4,32.28
Tampa,5,12.85
Los Angeles,3,75.80
Louisville,5,94.43
Indianapolis,2,23.65
Chicago,1,36.25
Saint Paul,5,62.97
Tucson,3,16.58
Raleigh,5,75.80
Houston,3,26.92
Baltimore,4,26.84
Laredo,5,38.71
Pittsburgh,4,42.29
Riverside,5,38.50
Saint Paul,1,22.85
Aurora,5,30.25
Saint Paul,3,45.43
Miami,1,75.28
St. Louis,1,
Lexington,2,97.01
Dallas,2,75.78
Chicago,5,38.61
Wichita,5,
Seattle,5,93.69
Cincinnati,4,59.85
Henderson,4,23.44
Stockton,3,92.27
Oklahoma City,2,39.94
Lincoln,3,20.66
Charlotte,4,40.51
Miami,5,75.87
Riverside,4,31.83
Jacksonville,1,
Durham,4,10.29
Wichita,2,38.83
Long Beach,2,53.75
Louisville,5,25.73
Riverside,5,68.71
Charlotte,2,50.75
San Diego,3,85.05
Aurora,1,52.04
Mesa,3,14.84
San Francisco,3,67.63
Dallas,1,86.39
Oakland,4,32.66
Minneapolis,5,82.60
Denver,4,31.24
Sacramento,5,15.26
Cincinnati,5,33.81
Saint Paul,5,89.81
Detroit,4,92.08
Philadelphia,5,34.95
Boston,4,21.00
Irvine,3,21.43
Minneapolis,5,99.72
New Orleans,3,26.17
Washington,4,57.96
Lexington,2,72.66
Arlington,1,81.43
Nashville,4,67.33
Virginia Beach,4,67.20
Greensboro,4,62.60
Tampa,1,49.55
Dallas,1,72.23
Cleveland,1,81.49
Greensboro,5,35.28
San Diego,1,27.23
Colorado Springs,3,65.87
St. Louis,3,80.04
Corpus Christi,1,23.75
New York,5,73.25
Albuquerque,5,81.85
Cleveland,5,19.05
San Francisco,3,86.80
Durham,1,68.43
Long Beach,4,
Anaheim,3,21.26
Newark,1,90.06
San Antonio,5,45.32
Long Beach,3,82.99
Tucson,1,16.12
Cleveland,5,56.88
Bakersfield,4,38.59
Plano,2,
Virginia Beach,4,98.12
Portland,3,57.36
Philadelphia,3,76.72
Laredo,5,75.03
Saint Paul,3,76.28
Fort Wayne,3,20.93
St. Louis,3,63.90
Milwaukee,1,50.72
Jacksonville,3,69.60
San Jose,4,37.79
Long Beach,4,73.81
Fresno,3,
New Orleans,3,37.18
Lexington,2,30.98
Jacksonville,1,14.55
Durham,2,66.71
Chicago,3,
Colorado Springs,4,93.01
Sacramento,2,
Philadelphia,2,49.09
St. Louis,4,51.01
Milwaukee,3,43.42
Colorado Springs,5,28.94
Fort Worth,1,42.89
Detroit,3,83.81
Kansas City,5,98.61
Albuquerque,1,15.66
San Jose,3,91.19
Boston,2,62.57
Newark,2,81.10
Nashville,1,27.10
Chula Vista,4,81.34
Minneapolis,4,68.26
Tampa,5,15.90
Anaheim,4,94.14
Fort Wayne,3,59.96
Toledo,4,61.12
San Diego,1,
Baltimore,4,48.74
Santa Ana,2,84.48
Newark,2,86.30
Stockton,5,
Seattle,2,
Omaha,3,21.07
Phoenix,4,75.77
Cincinnati,3,87.26
Columbus,2,52.81
Toledo,4,60.95
Kansas City,5,24.55
Long Beach,5,65.70
Tulsa,2,26.24
St. Louis,2,99.46
Bakersfield,3,36.26
Las Vegas,2,43.42
Denver,4,42.79
Durham,2,66.19
Arlington,4,43.14
Baltimore,1,94.43
Houston,5,99.83
Chicago,3,32.71
Cleveland,2,25.38
Milwaukee,3,22.17
Bakersfield,3,64.57
San Francisco,4,60.06
Irvine,2,66.37
Los Angeles,2,40.39
Tucson,4,51.11
Greensboro,5,11.98
Detroit,4,45.65
San Antonio,2,68.57
Portland,2,50.63
Miami,5,84.91
Lincoln,5,
Oklahoma City,3,67.57
Tampa,1,12.94
Kansas City,1,84.98
Columbus,3,77.02
Raleigh,4,63.38
Baltimore,3,40.32
Jersey City,5,64.05
Oakland,5,22.99
Denver,1,72.62
Philadelphia,3,63.94
San Jose,3,47.05
Tucson,1,46.68
San Antonio,2,19.45
Plano,1,
Indianapolis,2,19.73
Detroit,4,25.81
Santa Ana,4,89.08
Minneapolis,5,67.31
Chula Vista,1,27.46
Long Beach,2,95.52
Nashville,4,86.70
Riverside,3,12.66
Virginia Beach,5,11.98
Arlington,1,39.38
Miami,5,63.25
Virginia Beach,4,69.31
Columbus,3,48.92
Riverside,5,61.53
Tucson,3,55.71
Toledo,4,21.33
Tampa,1,94.89
Jersey City,3,58.07
Tulsa,3,44.15
Tampa,1,25.92
Pittsburgh,2,52.98
Long Beach,5,17.25
Detroit,5,51.47
Oakland,4,99.40
Honolulu,2,80.28
Portland,4,62.46
Milwaukee,5,97.12
Cincinnati,1,50.26
Stockton,1,98.81
Durham,2,16.47
Arlington,5,67.93
Durham,1,
Houston,2,42.70
Bakersfield,3,56.50
Irvine,1,48.58
Miami,4,42.55
Atlanta,4,42.28
Corpus Christi,2,23.16
Riverside,4,41.96
Milwaukee,2,50.11
Charlotte,3,62.71
Jersey City,5,82.53
San Jose,2,56.86
Jersey City,3,48.98
Tucson,1,28.93
Tulsa,3,22.79
Raleigh,3,24.62
Virginia Beach,3,
Austin,2,16.40
Fort Worth,4,28.54
Lexington,5,12.81
Omaha,1,32.44
Long Beach,5,63.55
Sacramento,4,
Fort Worth,5,23.75
Fort Worth,3,39.56
Honolulu,1,43.93
Honolulu,4,37.29
Washington,4,27.22
Tulsa,1,43.40
Washington,1,97.48
Jacksonville,2,42.08
Pittsburgh,1,95.43
Oakland,5,
Cleveland,5,47.25
Baltimore,2,32.37
Indianapolis,1,12.18
Albuquerque,3,78.66
Fresno,2,40.03
Phoenix,4,43.68
Long Beach,1,12.15
Mesa,3,94.21
Arlington,1,84.55
Tampa,3,84.72
Kansas City,3,
Plano,2,76.47
Honolulu,4,
Baltimore,3,
Washington,2,25.67
San Jose,5,64.95
Riverside,4,53.56
Chula Vista,2,70.48
Albuquerque,1,52.10
Stockton,5,
Denver,2,50.53
St. Petersburg,5,67.89
Fresno,2,87.99
Chula Vista,5,68.30
Columbus,4,98.07
Denver,5,98.01
Raleigh,3,
Milwaukee,4,86.60
Laredo,2,58.38
El Paso,1,96.62
Portland,3,12.99
Austin,1,50.71
Anaheim,2,32.33
Santa Ana,2,28.40
Henderson,1,32.28
Toledo,4,
Lincoln,2,13.76
Louisville,1,65.88
El Paso,4,
Long Beach,4,
Anaheim,4,50.89
Riverside,2,
Kansas City,1,94.65
San Francisco,3,96.17
Greensboro,4,60.99
Newark,2,58.12
San Jose,5,97.01
Saint Paul,5,76.78
San Antonio,4,65.06
Chula Vista,1,32.26
St. Louis,3,82.12
Oklahoma City,1,75.62
Saint Paul,1,85.27
Los Angeles,1,
Long Beach,3,58.80
Orlando,4,11.38
Cincinnati,1,84.38
Virginia Beach,5,24.43
Newark,5,21.21
Chula Vista,3,57.51
Durham,5,30.09
Boston,2,46.30
Columbus,5,98.60
Memphis,1,36.99
Tucson,5,97.80
Plano,5,32.28
Columbus,2,40.74
Boston,2,63.54
Cleveland,3,
Nashville,1,63.16
Oklahoma City,3,75.98
Miami,1,
Bakersfield,4,95.67
Jacksonville,1,17.64
New York,5,22.53
Boston,4,95.62
Fort Worth,1,27.09
Chicago,2,57.87
Corpus Christi,1,24.75
Milwaukee,4,45.42
Plano,4,91.11
Anaheim,2,80.08
Chicago,4,42.84
Denver,2,73.34
Dallas,3,10.69
San Francisco,4,16.62
Saint Paul,1,19.60
St. Louis,3,
New York,1,49.60
San Antonio,3,47.48
Lexington,2,13.30
Santa Ana,2,11.52
Philadelphia,1,74.88
Anaheim,4,12.70
Pittsburgh,4,14.67
Boston,4,99.39
Las Vegas,5,69.90
Toledo,1,51.24
Riverside,3,23.83
Las Vegas,4,79.85
Anaheim,2,20.63
Milwaukee,4,48.98
Detroit,5,17.20
Detroit,5,86.05
New Orleans,1,29.93
Corpus Christi,1,28.58
St. Louis,5,16.45
New York,1,26.56
Tucson,5,19.00
Mesa,2,75.47
Albuquerque,4,71.47
Greensboro,2,54.13
Riverside,3,77.77
Nashville,1,67.58
Miami,5,62.95
Milwaukee,3,51.62
Seattle,1,10.53
Santa Ana,4,45.15
Toledo,2,25.21
Miami,5,82.77
Jersey City,1,34.41
Cleveland,1,39.55
Austin,5,72.19
Virginia Beach,4,17.70
Aurora,2,35.95
Oklahoma City,3,93.26
